exp_id,year,month,state,district,department,scheme,budget_allocated,amount_spent,cumulative_rate,utilization_rate,project_count,pattern_type
1374,2023,6,Madhya Pradesh,Ujjain,Agriculture,PMKSY,51660162.97,75306.86,0.0087,0.15,24,flatline
1375,2023,7,Madhya Pradesh,Ujjain,Agriculture,PMKSY,51660162.97,75306.86,0.0102,0.15,19,flatline
1376,2023,8,Madhya Pradesh,Ujjain,Agriculture,PMKSY,51660162.97,75306.86,0.0117,0.15,13,flatline
1377,2023,9,Madhya Pradesh,Ujjain,Agriculture,PMKSY,51660162.97,75306.86,0.0131,0.15,21,flatline
1378,2023,10,Madhya Pradesh,Ujjain,Agriculture,PMKSY,51660162.97,440383.08,0.0216,0.85,4,flatline
1379,2023,11,Madhya Pradesh,Ujjain,Agriculture,PMKSY,51660162.97,987997.42,0.0408,1.91,7,flatline
1380,2023,12,Madhya Pradesh,Ujjain,Agriculture,PMKSY,51660162.97,987997.42,0.0599,1.91,17,flatline
1381,2023,1,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,89730192.71,79347.75,0.0009,0.09,12,march_rush
1382,2023,2,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,89730192.71,79347.75,0.0018,0.09,15,march_rush
1383,2023,3,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,89730192.71,79347.75,0.0027,0.09,16,march_rush
1384,2023,4,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,89730192.71,79347.75,0.0035,0.09,15,march_rush
1385,2023,5,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,89730192.71,79347.75,0.0044,0.09,5,march_rush
1386,2023,6,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,89730192.71,79347.75,0.0053,0.09,16,march_rush
1387,2023,7,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,89730192.71,79347.75,0.0062,0.09,5,march_rush
1388,2023,8,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,89730192.71,79347.75,0.0071,0.09,22,march_rush
1389,2023,9,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,89730192.71,2703081.1,0.0372,3.01,21,march_rush
1390,2023,10,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,89730192.71,7367495.94,0.1193,8.21,10,march_rush
1391,2023,11,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,89730192.71,7367495.94,0.2014,8.21,15,march_rush
1392,2023,12,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,89730192.71,7367495.94,0.2835,8.21,21,march_rush
1393,2023,1,Madhya Pradesh,Ujjain,Water Supply,JJM,39336381.38,62742.8,0.0016,0.16,20,flatline
1394,2023,2,Madhya Pradesh,Ujjain,Water Supply,JJM,39336381.38,62742.8,0.0032,0.16,18,flatline
1395,2023,3,Madhya Pradesh,Ujjain,Water Supply,JJM,39336381.38,62742.8,0.0048,0.16,21,flatline
1396,2023,4,Madhya Pradesh,Ujjain,Water Supply,JJM,39336381.38,62742.8,0.0064,0.16,12,flatline
1397,2023,5,Madhya Pradesh,Ujjain,Water Supply,JJM,39336381.38,62742.8,0.008,0.16,23,flatline
1398,2023,6,Madhya Pradesh,Ujjain,Water Supply,JJM,39336381.38,62742.8,0.0096,0.16,23,flatline
1399,2023,7,Madhya Pradesh,Ujjain,Water Supply,JJM,39336381.38,62742.8,0.0112,0.16,7,flatline
1400,2023,8,Madhya Pradesh,Ujjain,Water Supply,JJM,39336381.38,62742.8,0.0128,0.16,8,flatline
1401,2023,9,Madhya Pradesh,Ujjain,Water Supply,JJM,39336381.38,62742.8,0.0144,0.16,7,flatline
1402,2023,10,Madhya Pradesh,Ujjain,Water Supply,JJM,39336381.38,397922.15,0.0245,1.01,16,flatline
1403,2023,11,Madhya Pradesh,Ujjain,Water Supply,JJM,39336381.38,900691.17,0.0474,2.29,15,flatline
1404,2023,12,Madhya Pradesh,Ujjain,Water Supply,JJM,39336381.38,900691.17,0.0703,2.29,14,flatline
1405,2023,1,Madhya Pradesh,Ujjain,Social Welfare,PMAY,59820153.63,52766.93,0.0009,0.09,15,flatline
1406,2023,2,Madhya Pradesh,Ujjain,Social Welfare,PMAY,59820153.63,52766.93,0.0018,0.09,8,flatline
1407,2023,3,Madhya Pradesh,Ujjain,Social Welfare,PMAY,59820153.63,52766.93,0.0026,0.09,10,flatline
1408,2023,4,Madhya Pradesh,Ujjain,Social Welfare,PMAY,59820153.63,52766.93,0.0035,0.09,23,flatline
1409,2023,5,Madhya Pradesh,Ujjain,Social Welfare,PMAY,59820153.63,52766.93,0.0044,0.09,20,flatline
1410,2023,6,Madhya Pradesh,Ujjain,Social Welfare,PMAY,59820153.63,52766.93,0.0053,0.09,16,flatline
1411,2023,7,Madhya Pradesh,Ujjain,Social Welfare,PMAY,59820153.63,52766.93,0.0062,0.09,20,flatline
1412,2023,8,Madhya Pradesh,Ujjain,Social Welfare,PMAY,59820153.63,52766.93,0.0071,0.09,5,flatline
1413,2023,9,Madhya Pradesh,Ujjain,Social Welfare,PMAY,59820153.63,52766.93,0.0079,0.09,5,flatline
1414,2023,10,Madhya Pradesh,Ujjain,Social Welfare,PMAY,59820153.63,199223.35,0.0113,0.33,5,flatline
1415,2023,11,Madhya Pradesh,Ujjain,Social Welfare,PMAY,59820153.63,418907.98,0.0183,0.7,8,flatline
1416,2023,12,Madhya Pradesh,Ujjain,Social Welfare,PMAY,59820153.63,418907.98,0.0253,0.7,14,flatline
1417,2023,1,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,73327951.64,3562068.64,0.0486,4.86,20,spending_spike
1418,2023,2,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,73327951.64,3562068.64,0.0972,4.86,18,spending_spike
1419,2023,3,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,73327951.64,3562068.64,0.1457,4.86,8,spending_spike
1420,2023,4,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,73327951.64,3562068.64,0.1943,4.86,23,spending_spike
1421,2023,5,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,73327951.64,3562068.64,0.2429,4.86,20,spending_spike
1422,2023,6,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,73327951.64,3562068.64,0.2915,4.86,8,spending_spike
1423,2023,7,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,73327951.64,14782584.84,0.4931,20.16,14,spending_spike
1424,2023,8,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,73327951.64,5164999.52,0.5635,7.04,23,spending_spike
1425,2023,9,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,73327951.64,1424827.45,0.5829,1.94,14,spending_spike
1426,2023,10,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,73327951.64,0.0,0.5829,0.0,9,spending_spike
1427,2023,11,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,73327951.64,0.0,0.5829,0.0,16,spending_spike
1428,2023,12,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,73327951.64,0.0,0.5829,0.0,23,spending_spike
1429,2023,1,Madhya Pradesh,Ujjain,Urban Development,AMRUT,54018508.73,1078161.19,0.02,2.0,22,healthy
1430,2023,2,Madhya Pradesh,Ujjain,Urban Development,AMRUT,54018508.73,955423.91,0.0376,1.77,14,healthy
1431,2023,3,Madhya Pradesh,Ujjain,Urban Development,AMRUT,54018508.73,1697558.29,0.0691,3.14,20,healthy
1432,2023,4,Madhya Pradesh,Ujjain,Urban Development,AMRUT,54018508.73,2798464.39,0.1209,5.18,20,healthy
1433,2023,5,Madhya Pradesh,Ujjain,Urban Development,AMRUT,54018508.73,4088979.49,0.1966,7.57,21,healthy
1434,2023,6,Madhya Pradesh,Ujjain,Urban Development,AMRUT,54018508.73,5031798.31,0.2897,9.31,19,healthy
1435,2023,7,Madhya Pradesh,Ujjain,Urban Development,AMRUT,54018508.73,5031798.31,0.3829,9.31,22,healthy
1436,2023,8,Madhya Pradesh,Ujjain,Urban Development,AMRUT,54018508.73,4088979.49,0.4586,7.57,13,healthy
1437,2023,9,Madhya Pradesh,Ujjain,Urban Development,AMRUT,54018508.73,2798464.39,0.5104,5.18,19,healthy
1438,2023,10,Madhya Pradesh,Ujjain,Urban Development,AMRUT,54018508.73,1697558.29,0.5418,3.14,4,healthy
1439,2023,11,Madhya Pradesh,Ujjain,Urban Development,AMRUT,54018508.73,955423.91,0.5595,1.77,15,healthy
1440,2023,12,Madhya Pradesh,Ujjain,Urban Development,AMRUT,54018508.73,515178.95,0.569,0.95,14,healthy
1441,2023,1,Maharashtra,Pune,Health,NHM,104162049.86,2687335.22,0.0258,2.58,22,healthy
1442,2023,2,Maharashtra,Pune,Health,NHM,104162049.86,2381410.45,0.0487,2.29,13,healthy
1443,2023,3,Maharashtra,Pune,Health,NHM,104162049.86,4231193.1,0.0893,4.06,24,healthy
1444,2023,4,Maharashtra,Pune,Health,NHM,104162049.86,6975220.42,0.1562,6.7,4,healthy
1445,2023,5,Maharashtra,Pune,Health,NHM,104162049.86,10191851.41,0.2541,9.78,23,healthy
1446,2023,6,Maharashtra,Pune,Health,NHM,104162049.86,12541843.46,0.3745,12.04,19,healthy
1447,2023,7,Maharashtra,Pune,Health,NHM,104162049.86,12541843.46,0.4949,12.04,12,healthy
1448,2023,8,Maharashtra,Pune,Health,NHM,104162049.86,10191851.41,0.5928,9.78,24,healthy
1449,2023,9,Maharashtra,Pune,Health,NHM,104162049.86,6975220.42,0.6597,6.7,22,healthy
1450,2023,10,Maharashtra,Pune,Health,NHM,104162049.86,4231193.1,0.7003,4.06,22,healthy
1451,2023,11,Maharashtra,Pune,Health,NHM,104162049.86,2381410.45,0.7232,2.29,11,healthy
1452,2023,12,Maharashtra,Pune,Health,NHM,104162049.86,1284092.34,0.7355,1.23,5,healthy
1453,2023,1,Maharashtra,Pune,Education,SSA,90205014.51,2035309.96,0.0226,2.26,20,healthy
1454,2023,2,Maharashtra,Pune,Education,SSA,90205014.51,1803611.39,0.0426,2.0,24,healthy
1455,2023,3,Maharashtra,Pune,Education,SSA,90205014.51,3204583.26,0.0781,3.55,23,healthy
1456,2023,4,Maharashtra,Pune,Education,SSA,90205014.51,5282830.18,0.1366,5.86,16,healthy
1457,2023,5,Maharashtra,Pune,Education,SSA,90205014.51,7719013.44,0.2222,8.56,8,healthy
1458,2023,6,Maharashtra,Pune,Education,SSA,90205014.51,9498829.45,0.3275,10.53,11,healthy
1459,2023,7,Maharashtra,Pune,Education,SSA,90205014.51,9498829.45,0.4328,10.53,5,healthy
1460,2023,8,Maharashtra,Pune,Education,SSA,90205014.51,7719013.44,0.5184,8.56,22,healthy
1461,2023,9,Maharashtra,Pune,Education,SSA,90205014.51,5282830.18,0.577,5.86,7,healthy
1462,2023,10,Maharashtra,Pune,Education,SSA,90205014.51,3204583.26,0.6125,3.55,10,healthy
1463,2023,11,Maharashtra,Pune,Education,SSA,90205014.51,1803611.39,0.6325,2.0,4,healthy
1464,2023,12,Maharashtra,Pune,Education,SSA,90205014.51,972534.4,0.6433,1.08,18,healthy
1465,2023,1,Maharashtra,Pune,Agriculture,PMKSY,62311111.17,1655338.03,0.0266,2.66,17,healthy
1466,2023,2,Maharashtra,Pune,Agriculture,PMKSY,62311111.17,1466895.25,0.0501,2.35,10,healthy
1467,2023,3,Maharashtra,Pune,Agriculture,PMKSY,62311111.17,2606319.74,0.0919,4.18,17,healthy
1468,2023,4,Maharashtra,Pune,Agriculture,PMKSY,62311111.17,4296578.83,0.1609,6.9,20,healthy
1469,2023,5,Maharashtra,Pune,Agriculture,PMKSY,62311111.17,6277951.14,0.2616,10.08,23,healthy
1470,2023,6,Maharashtra,Pune,Agriculture,PMKSY,62311111.17,7725493.36,0.3856,12.4,19,healthy
1471,2023,7,Maharashtra,Pune,Agriculture,PMKSY,62311111.17,7725493.36,0.5096,12.4,5,healthy
1472,2023,8,Maharashtra,Pune,Agriculture,PMKSY,62311111.17,6277951.14,0.6104,10.08,8,healthy
1473,2023,9,Maharashtra,Pune,Agriculture,PMKSY,62311111.17,4296578.83,0.6793,6.9,20,healthy
1474,2023,10,Maharashtra,Pune,Agriculture,PMKSY,62311111.17,2606319.74,0.7211,4.18,10,healthy
1475,2023,11,Maharashtra,Pune,Agriculture,PMKSY,62311111.17,1466895.25,0.7447,2.35,21,healthy
1476,2023,12,Maharashtra,Pune,Agriculture,PMKSY,62311111.17,790971.99,0.7574,1.27,14,healthy
1477,2023,1,Maharashtra,Pune,Infrastructure,PMGSY,151725665.59,103002.47,0.0007,0.07,19,march_rush
1478,2023,2,Maharashtra,Pune,Infrastructure,PMGSY,151725665.59,103002.47,0.0014,0.07,20,march_rush
1479,2023,3,Maharashtra,Pune,Infrastructure,PMGSY,151725665.59,103002.47,0.002,0.07,16,march_rush
1480,2023,4,Maharashtra,Pune,Infrastructure,PMGSY,151725665.59,103002.47,0.0027,0.07,14,march_rush
1481,2023,5,Maharashtra,Pune,Infrastructure,PMGSY,151725665.59,103002.47,0.0034,0.07,9,march_rush
1482,2023,6,Maharashtra,Pune,Infrastructure,PMGSY,151725665.59,103002.47,0.0041,0.07,18,march_rush
1483,2023,7,Maharashtra,Pune,Infrastructure,PMGSY,151725665.59,103002.47,0.0048,0.07,21,march_rush
1484,2023,8,Maharashtra,Pune,Infrastructure,PMGSY,151725665.59,103002.47,0.0054,0.07,14,march_rush
1485,2023,9,Maharashtra,Pune,Infrastructure,PMGSY,151725665.59,2709109.17,0.0233,1.79,21,march_rush
1486,2023,10,Maharashtra,Pune,Infrastructure,PMGSY,151725665.59,7342187.77,0.0717,4.84,15,march_rush
1487,2023,11,Maharashtra,Pune,Infrastructure,PMGSY,151725665.59,7342187.77,0.1201,4.84,24,march_rush
1488,2023,12,Maharashtra,Pune,Infrastructure,PMGSY,151725665.59,7342187.77,0.1685,4.84,12,march_rush
1489,2023,1,Maharashtra,Pune,Water Supply,JJM,56816263.57,1362446.01,0.024,2.4,11,healthy
1490,2023,2,Maharashtra,Pune,Water Supply,JJM,56816263.57,1207345.9,0.0452,2.13,12,healthy
1491,2023,3,Maharashtra,Pune,Water Supply,JJM,56816263.57,2145163.02,0.083,3.78,21,healthy
1492,2023,4,Maharashtra,Pune,Water Supply,JJM,56816263.57,3536351.23,0.1452,6.22,13,healthy
1493,2023,5,Maharashtra,Pune,Water Supply,JJM,56816263.57,5167143.7,0.2362,9.09,11,healthy
1494,2023,6,Maharashtra,Pune,Water Supply,JJM,56816263.57,6358560.85,0.3481,11.19,13,healthy
1495,2023,7,Maharashtra,Pune,Water Supply,JJM,56816263.57,6358560.85,0.46,11.19,13,healthy
1496,2023,8,Maharashtra,Pune,Water Supply,JJM,56816263.57,5167143.7,0.5509,9.09,10,healthy
1497,2023,9,Maharashtra,Pune,Water Supply,JJM,56816263.57,3536351.23,0.6132,6.22,19,healthy
1498,2023,10,Maharashtra,Pune,Water Supply,JJM,56816263.57,2145163.02,0.6509,3.78,14,healthy
1499,2023,11,Maharashtra,Pune,Water Supply,JJM,56816263.57,1207345.9,0.6722,2.13,19,healthy
1500,2023,12,Maharashtra,Pune,Water Supply,JJM,56816263.57,651019.07,0.6837,1.15,15,healthy
1501,2023,1,Maharashtra,Pune,Social Welfare,PMAY,78397263.33,5129195.97,0.0654,6.54,18,normal
1502,2023,2,Maharashtra,Pune,Social Welfare,PMAY,78397263.33,4734537.79,0.1258,6.04,24,normal
1503,2023,3,Maharashtra,Pune,Social Welfare,PMAY,78397263.33,7098355.89,0.2164,9.05,12,normal
1504,2023,4,Maharashtra,Pune,Social Welfare,PMAY,78397263.33,4107883.49,0.2688,5.24,19,normal
1505,2023,5,Maharashtra,Pune,Social Welfare,PMAY,78397263.33,9175884.8,0.3858,11.7,10,normal
1506,2023,6,Maharashtra,Pune,Social Welfare,PMAY,78397263.33,4785530.55,0.4468,6.1,10,normal
1507,2023,7,Maharashtra,Pune,Social Welfare,PMAY,78397263.33,7079973.07,0.5372,9.03,21,normal
1508,2023,8,Maharashtra,Pune,Social Welfare,PMAY,78397263.33,4453838.97,0.594,5.68,12,normal
1509,2023,9,Maharashtra,Pune,Social Welfare,PMAY,78397263.33,0.0,0.594,0.0,21,normal
1510,2023,10,Maharashtra,Pune,Social Welfare,PMAY,78397263.33,4911258.72,0.6566,6.26,12,normal
1511,2023,11,Maharashtra,Pune,Social Welfare,PMAY,78397263.33,11255128.65,0.8002,14.36,8,normal
1512,2023,12,Maharashtra,Pune,Social Welfare,PMAY,78397263.33,0.0,0.8002,0.0,7,normal
1513,2023,1,Maharashtra,Pune,Rural Development,MGNREGS,91053873.71,3306890.21,0.0363,3.63,9,normal
1514,2023,2,Maharashtra,Pune,Rural Development,MGNREGS,91053873.71,2987682.84,0.0691,3.28,17,normal
1515,2023,3,Maharashtra,Pune,Rural Development,MGNREGS,91053873.71,5317414.12,0.1275,5.84,24,normal
1516,2023,4,Maharashtra,Pune,Rural Development,MGNREGS,91053873.71,1569481.77,0.1448,1.72,19,normal
1517,2023,5,Maharashtra,Pune,Rural Development,MGNREGS,91053873.71,3325697.36,0.1813,3.65,19,normal
1518,2023,6,Maharashtra,Pune,Rural Development,MGNREGS,91053873.71,2627658.99,0.2101,2.89,24,normal
1519,2023,7,Maharashtra,Pune,Rural Development,MGNREGS,91053873.71,4552777.49,0.2601,5.0,10,normal
1520,2023,8,Maharashtra,Pune,Rural Development,MGNREGS,91053873.71,4346460.97,0.3079,4.77,13,normal
1521,2023,9,Maharashtra,Pune,Rural Development,MGNREGS,91053873.71,5095152.71,0.3638,5.6,14,normal
1522,2023,10,Maharashtra,Pune,Rural Development,MGNREGS,91053873.71,0.0,0.3638,0.0,13,normal
1523,2023,11,Maharashtra,Pune,Rural Development,MGNREGS,91053873.71,9202243.06,0.4649,10.11,24,normal
1524,2023,12,Maharashtra,Pune,Rural Development,MGNREGS,91053873.71,0.0,0.4649,0.0,5,normal
1525,2023,1,Maharashtra,Pune,Urban Development,AMRUT,74077151.78,1540402.7,0.0208,2.08,24,healthy
1526,2023,2,Maharashtra,Pune,Urban Development,AMRUT,74077151.78,1365044.1,0.0392,1.84,22,healthy
1527,2023,3,Maharashtra,Pune,Urban Development,AMRUT,74077151.78,2425354.76,0.072,3.27,11,healthy
1528,2023,4,Maharashtra,Pune,Urban Development,AMRUT,74077151.78,3998253.84,0.1259,5.4,21,healthy
1529,2023,5,Maharashtra,Pune,Urban Development,AMRUT,74077151.78,5842053.23,0.2048,7.89,5,healthy
1530,2023,6,Maharashtra,Pune,Urban Development,AMRUT,74077151.78,7189088.04,0.3019,9.7,9,healthy
1531,2023,7,Maharashtra,Pune,Urban Development,AMRUT,74077151.78,7189088.04,0.3989,9.7,17,healthy
1532,2023,8,Maharashtra,Pune,Urban Development,AMRUT,74077151.78,5842053.23,0.4778,7.89,9,healthy
1533,2023,9,Maharashtra,Pune,Urban Development,AMRUT,74077151.78,3998253.84,0.5317,5.4,5,healthy
1534,2023,10,Maharashtra,Pune,Urban Development,AMRUT,74077151.78,2425354.76,0.5645,3.27,16,healthy
1535,2023,11,Maharashtra,Pune,Urban Development,AMRUT,74077151.78,1365044.1,0.5829,1.84,19,healthy
1536,2023,12,Maharashtra,Pune,Urban Development,AMRUT,74077151.78,736052.31,0.5928,0.99,9,healthy
1537,2023,1,Maharashtra,Nagpur,Health,NHM,111967279.72,2622059.57,0.0234,2.34,5,healthy
1538,2023,2,Maharashtra,Nagpur,Health,NHM,111967279.72,2323565.75,0.0442,2.08,4,healthy
1539,2023,3,Maharashtra,Nagpur,Health,NHM,111967279.72,4128416.98,0.081,3.69,13,healthy
1540,2023,4,Maharashtra,Nagpur,Health,NHM,111967279.72,6805791.59,0.1418,6.08,22,healthy
1541,2023,5,Maharashtra,Nagpur,Health,NHM,111967279.72,9944290.28,0.2306,8.88,23,healthy
1542,2023,6,Maharashtra,Nagpur,Health,NHM,111967279.72,12237200.78,0.3399,10.93,7,healthy
1543,2023,7,Maharashtra,Nagpur,Health,NHM,111967279.72,12237200.78,0.4492,10.93,14,healthy
1544,2023,8,Maharashtra,Nagpur,Health,NHM,111967279.72,9944290.28,0.538,8.88,13,healthy
1545,2023,9,Maharashtra,Nagpur,Health,NHM,111967279.72,6805791.59,0.5988,6.08,18,healthy
1546,2023,10,Maharashtra,Nagpur,Health,NHM,111967279.72,4128416.98,0.6357,3.69,24,healthy
1547,2023,11,Maharashtra,Nagpur,Health,NHM,111967279.72,2323565.75,0.6564,2.08,21,healthy
1548,2023,12,Maharashtra,Nagpur,Health,NHM,111967279.72,1252901.61,0.6676,1.12,20,healthy
1549,2023,1,Maharashtra,Nagpur,Education,SSA,87839287.9,2092464.62,0.0238,2.38,20,healthy
1550,2023,2,Maharashtra,Nagpur,Education,SSA,87839287.9,1854259.6,0.0449,2.11,18,healthy
1551,2023,3,Maharashtra,Nagpur,Education,SSA,87839287.9,3294572.93,0.0824,3.75,12,healthy
1552,2023,4,Maharashtra,Nagpur,Education,SSA,87839287.9,5431180.24,0.1443,6.18,10,healthy
1553,2023,5,Maharashtra,Nagpur,Education,SSA,87839287.9,7935775.31,0.2346,9.03,7,healthy
1554,2023,6,Maharashtra,Nagpur,Education,SSA,87839287.9,9765571.3,0.3458,11.12,14,healthy
1555,2023,7,Maharashtra,Nagpur,Education,SSA,87839287.9,9765571.3,0.457,11.12,9,healthy
1556,2023,8,Maharashtra,Nagpur,Education,SSA,87839287.9,7935775.31,0.5473,9.03,18,healthy
1557,2023,9,Maharashtra,Nagpur,Education,SSA,87839287.9,5431180.24,0.6091,6.18,24,healthy
1558,2023,10,Maharashtra,Nagpur,Education,SSA,87839287.9,3294572.93,0.6466,3.75,12,healthy
1559,2023,11,Maharashtra,Nagpur,Education,SSA,87839287.9,1854259.6,0.6678,2.11,9,healthy
1560,2023,12,Maharashtra,Nagpur,Education,SSA,87839287.9,999844.67,0.6791,1.14,4,healthy
1561,2023,1,Maharashtra,Nagpur,Agriculture,PMKSY,70685034.33,1014881.89,0.0144,1.44,22,healthy
1562,2023,2,Maharashtra,Nagpur,Agriculture,PMKSY,70685034.33,899348.29,0.0271,1.27,10,healthy
1563,2023,3,Maharashtra,Nagpur,Agriculture,PMKSY,70685034.33,1597925.41,0.0497,2.26,9,healthy
1564,2023,4,Maharashtra,Nagpur,Agriculture,PMKSY,70685034.33,2634217.28,0.087,3.73,23,healthy
1565,2023,5,Maharashtra,Nagpur,Agriculture,PMKSY,70685034.33,3848989.63,0.1414,5.45,24,healthy
1566,2023,6,Maharashtra,Nagpur,Agriculture,PMKSY,70685034.33,4736472.65,0.2084,6.7,16,healthy
1567,2023,7,Maharashtra,Nagpur,Agriculture,PMKSY,70685034.33,4736472.65,0.2754,6.7,17,healthy
1568,2023,8,Maharashtra,Nagpur,Agriculture,PMKSY,70685034.33,3848989.63,0.3299,5.45,20,healthy
1569,2023,9,Maharashtra,Nagpur,Agriculture,PMKSY,70685034.33,2634217.28,0.3671,3.73,14,healthy
1570,2023,10,Maharashtra,Nagpur,Agriculture,PMKSY,70685034.33,1597925.41,0.3897,2.26,6,healthy
1571,2023,11,Maharashtra,Nagpur,Agriculture,PMKSY,70685034.33,899348.29,0.4025,1.27,16,healthy
1572,2023,12,Maharashtra,Nagpur,Agriculture,PMKSY,70685034.33,484942.13,0.4093,0.69,7,healthy
1573,2023,1,Maharashtra,Nagpur,Infrastructure,PMGSY,119517335.56,128001.09,0.0011,0.11,8,march_rush
1574,2023,2,Maharashtra,Nagpur,Infrastructure,PMGSY,119517335.56,128001.09,0.0021,0.11,19,march_rush
1575,2023,3,Maharashtra,Nagpur,Infrastructure,PMGSY,119517335.56,128001.09,0.0032,0.11,14,march_rush
1576,2023,4,Maharashtra,Nagpur,Infrastructure,PMGSY,119517335.56,128001.09,0.0043,0.11,11,march_rush
1577,2023,5,Maharashtra,Nagpur,Infrastructure,PMGSY,119517335.56,128001.09,0.0054,0.11,4,march_rush
1578,2023,6,Maharashtra,Nagpur,Infrastructure,PMGSY,119517335.56,128001.09,0.0064,0.11,12,march_rush
1579,2023,7,Maharashtra,Nagpur,Infrastructure,PMGSY,119517335.56,128001.09,0.0075,0.11,16,march_rush
1580,2023,8,Maharashtra,Nagpur,Infrastructure,PMGSY,119517335.56,128001.09,0.0086,0.11,11,march_rush
1581,2023,9,Maharashtra,Nagpur,Infrastructure,PMGSY,119517335.56,5263811.18,0.0526,4.4,18,march_rush
1582,2023,10,Maharashtra,Nagpur,Infrastructure,PMGSY,119517335.56,14394140.23,0.173,12.04,12,march_rush
1583,2023,11,Maharashtra,Nagpur,Infrastructure,PMGSY,119517335.56,14394140.23,0.2935,12.04,14,march_rush
1584,2023,12,Maharashtra,Nagpur,Infrastructure,PMGSY,119517335.56,14394140.23,0.4139,12.04,13,march_rush
1585,2023,1,Maharashtra,Nagpur,Water Supply,JJM,56360602.4,2134222.98,0.0379,3.79,13,normal
1586,2023,2,Maharashtra,Nagpur,Water Supply,JJM,56360602.4,2879552.77,0.089,5.11,15,normal
1587,2023,3,Maharashtra,Nagpur,Water Supply,JJM,56360602.4,2574925.61,0.1346,4.57,23,normal
1588,2023,4,Maharashtra,Nagpur,Water Supply,JJM,56360602.4,1065839.01,0.1536,1.89,11,normal
1589,2023,5,Maharashtra,Nagpur,Water Supply,JJM,56360602.4,2326397.02,0.1948,4.13,11,normal
1590,2023,6,Maharashtra,Nagpur,Water Supply,JJM,56360602.4,2852735.2,0.2454,5.06,8,normal
1591,2023,7,Maharashtra,Nagpur,Water Supply,JJM,56360602.4,2706143.13,0.2935,4.8,19,normal
1592,2023,8,Maharashtra,Nagpur,Water Supply,JJM,56360602.4,2813587.79,0.3434,4.99,8,normal
1593,2023,9,Maharashtra,Nagpur,Water Supply,JJM,56360602.4,4469423.72,0.4227,7.93,18,normal
1594,2023,10,Maharashtra,Nagpur,Water Supply,JJM,56360602.4,1535444.04,0.4499,2.72,23,normal
1595,2023,11,Maharashtra,Nagpur,Water Supply,JJM,56360602.4,30088.19,0.4505,0.05,15,normal
1596,2023,12,Maharashtra,Nagpur,Water Supply,JJM,56360602.4,960256.5,0.4675,1.7,17,normal
1597,2023,1,Maharashtra,Nagpur,Social Welfare,PMAY,81664830.79,1707627.76,0.0209,2.09,21,healthy
1598,2023,2,Maharashtra,Nagpur,Social Welfare,PMAY,81664830.79,1513232.35,0.0394,1.85,10,healthy
1599,2023,3,Maharashtra,Nagpur,Social Welfare,PMAY,81664830.79,2688649.61,0.0724,3.29,11,healthy
1600,2023,4,Maharashtra,Nagpur,Social Welfare,PMAY,81664830.79,4432301.52,0.1266,5.43,23,healthy
1601,2023,5,Maharashtra,Nagpur,Social Welfare,PMAY,81664830.79,6476262.51,0.2059,7.93,6,healthy
1602,2023,6,Maharashtra,Nagpur,Social Welfare,PMAY,81664830.79,7969530.5,0.3035,9.76,20,healthy
1603,2023,7,Maharashtra,Nagpur,Social Welfare,PMAY,81664830.79,7969530.5,0.4011,9.76,18,healthy
1604,2023,8,Maharashtra,Nagpur,Social Welfare,PMAY,81664830.79,6476262.51,0.4804,7.93,20,healthy
1605,2023,9,Maharashtra,Nagpur,Social Welfare,PMAY,81664830.79,4432301.52,0.5347,5.43,15,healthy
1606,2023,10,Maharashtra,Nagpur,Social Welfare,PMAY,81664830.79,2688649.61,0.5676,3.29,6,healthy
1607,2023,11,Maharashtra,Nagpur,Social Welfare,PMAY,81664830.79,1513232.35,0.5861,1.85,22,healthy
1608,2023,12,Maharashtra,Nagpur,Social Welfare,PMAY,81664830.79,815957.65,0.5961,1.0,7,healthy
1609,2023,1,Maharashtra,Nagpur,Rural Development,MGNREGS,76430412.46,3307000.09,0.0433,4.33,8,normal
1610,2023,2,Maharashtra,Nagpur,Rural Development,MGNREGS,76430412.46,2292757.42,0.0733,3.0,20,normal
